Etichette di riga;Cella;Cella (Evaporatore);Freezer;Freezer  (Condensatore);Totale complessivo
2019-07-03T01:40:02+02:00;-13.94;-24.78;NaN;;-38.72
2019-07-03T01:50:03+02:00;-13.91;-24.77;-17.12;31.26;-24.54
2019-07-03T02:00:02+02:00;-13.89;-24.7;-17.93;32.93;-23.59
2019-07-03T02:10:02+02:00;-13.92;-24.73;-16.6;31.61;-23.64
2019-07-03T02:20:03+02:00;NaN;;-16.74;30.37;13.63
2019-07-03T02:20:04+02:00;-13.97;-24.82;NaN;;-38.79
2019-07-03T02:30:01+02:00;NaN;;-11.48;33.81;22.33
2019-07-03T02:30:02+02:00;-14.01;-24.85;NaN;;-38.86
2019-07-03T02:40:02+02:00;-13.99;-24.8;-15.07;34.68;-19.18
2019-07-03T02:50:02+02:00;-13.96;-24.75;-17.49;32.36;-23.84
2019-07-03T03:00:01+02:00;-13.99;-24.82;NaN;;-38.81
2019-07-03T03:00:03+02:00;NaN;;-17.57;33.71;16.14
2019-07-03T03:10:01+02:00;-13.99;-24.81;-16.58;31.87;-23.51
2019-07-03T03:20:01+02:00;-14.11;-24.85;-17.87;31.5;-25.33
2019-07-03T03:30:01+02:00;NaN;;-17.53;31.63;14.1
2019-07-03T03:30:02+02:00;-14.01;-24.87;NaN;;-38.88
2019-07-03T03:40:03+02:00;-13.98;-24.84;-16.54;30.24;-25.12
2019-07-03T03:50:01+02:00;-14.08;-24.9;-18.11;31.53;-25.56
2019-07-03T04:00:01+02:00;NaN;;-17.15;30.98;13.83
2019-07-03T04:00:03+02:00;-14.07;-24.94;NaN;;-39.01
2019-07-03T04:10:03+02:00;-14.07;-24.82;-16.92;29.84;-25.97
2019-07-03T04:20:01+02:00;-14.03;-24.89;-17.97;31.56;-25.33
2019-07-03T04:30:01+02:00;NaN;;-16.53;30.16;13.63
2019-07-03T04:30:02+02:00;-13.93;-23.4;NaN;;-37.33
2019-07-03T04:40:02+02:00;-11.41;-15.84;-17.93;30.28;-14.9
2019-07-03T04:50:01+02:00;-12.11;-23.35;-17.32;30.6;-22.18
2019-07-03T05:00:01+02:00;-13.79;-24.64;-16.78;29.39;-25.82
2019-07-03T05:10:01+02:00;-14.04;-24.94;-18.05;31.64;-25.39
2019-07-03T05:20:01+02:00;-13.98;-24.9;NaN;;-38.88
2019-07-03T05:20:02+02:00;NaN;;-14.88;28.63;13.75
2019-07-03T05:30:02+02:00;NaN;;-11.78;33.37;21.59
2019-07-03T05:30:03+02:00;-14.01;-24.89;NaN;;-38.9
2019-07-03T05:40:02+02:00;-14.04;-24.9;-18.04;32.33;-24.65
2019-07-03T05:50:02+02:00;-14.05;-24.94;-16.7;30.37;-25.32
2019-07-03T06:00:01+02:00;-14.08;-24.98;NaN;;-39.06
2019-07-03T06:00:03+02:00;NaN;;-17.85;30.31;12.46
2019-07-03T06:10:02+02:00;-14.09;-24.95;-17.55;31.37;-25.22
2019-07-03T06:20:01+02:00;-14.07;-24.92;NaN;;-38.99
2019-07-03T06:20:02+02:00;NaN;;-16.51;29.57;13.06
2019-07-03T06:30:02+02:00;-14.1;-24.92;-18.26;29.59;-27.69
2019-07-03T06:40:01+02:00;-14.1;-24.88;-14.66;29.91;-23.73
2019-07-03T06:50:01+02:00;-14.05;-24.82;-15.84;31.46;-23.25
2019-07-03T07:00:03+02:00;-12.64;-24.71;-17.48;31.31;-23.52
2019-07-03T07:10:02+02:00;-13.19;-24.1;-15.99;29.99;-23.29
2019-07-03T07:20:02+02:00;-12.91;-25.08;-13.87;32.84;-19.02
2019-07-03T07:30:02+02:00;-10.93;-23.94;-15.66;34.03;-16.5
2019-07-03T07:40:01+02:00;-13.02;-24.28;-17.37;33.64;-21.03
2019-07-03T07:50:02+02:00;-13.37;-24.14;-16.69;33.69;-20.51
2019-07-03T08:00:01+02:00;-13.5;-24.41;NaN;;-37.91
2019-07-03T08:00:03+02:00;NaN;;-16.25;32.04;15.79
2019-07-03T08:10:01+02:00;NaN;;-17.58;32.95;15.37
2019-07-03T08:10:02+02:00;-13.62;-24.53;NaN;;-38.15
2019-07-03T08:16:08+02:00;NaN;;-3.13;NaN;-3.13
2019-07-03T08:20:01+02:00;-13.65;-24.5;-9.47;29.26;-18.36
2019-07-03T08:30:01+02:00;-13.53;-24.46;NaN;;-37.99
2019-07-03T08:30:02+02:00;NaN;;-6.35;34.53;28.18
2019-07-03T08:40:01+02:00;-13.37;-23.5;NaN;;-36.87
2019-07-03T08:40:02+02:00;NaN;;-16.43;34.56;18.13
2019-07-03T08:50:01+02:00;-11.89;-13.75;-17.48;33.3;-9.82
2019-07-03T09:00:03+02:00;-9.84;-21.09;NaN;;-30.93
2019-07-03T09:00:09+02:00;NaN;;-17.37;34.22;16.85
2019-07-03T09:10:01+02:00;-12.89;-23.95;NaN;;-36.84
2019-07-03T09:10:02+02:00;NaN;;-16.57;33.58;17.01
2019-07-03T09:20:01+02:00;-13.32;-24.16;-17.29;33.85;-20.92
2019-07-03T09:30:01+02:00;-13.44;-24.24;-17.72;35.18;-20.22
2019-07-03T09:40:02+02:00;-13.41;-24.17;-16.09;35.73;-17.94
2019-07-03T09:50:01+02:00;-13.38;-24.09;NaN;;-37.47
2019-07-03T09:50:02+02:00;NaN;;-17;33.43;16.43
2019-07-03T10:00:01+02:00;-13.36;-24.13;NaN;;-37.49
2019-07-03T10:00:03+02:00;NaN;;-17.83;33.99;16.16
2019-07-03T10:10:01+02:00;-13.13;-24.6;-16.7;32.95;-21.48
2019-07-03T10:20:02+02:00;-13.22;-23.93;-17.39;31.85;-22.69
2019-07-03T10:30:01+02:00;NaN;;-15.18;33.58;18.4
2019-07-03T10:30:02+02:00;-12.43;-24.01;NaN;;-36.44
2019-07-03T10:40:01+02:00;-12.49;-23.76;-17.68;31.62;-22.31
2019-07-03T10:50:01+02:00;-13.16;-23.98;-17.21;32.2;-22.15
2019-07-03T11:00:01+02:00;NaN;;-16.59;31.2;14.61
2019-07-03T11:00:03+02:00;-13.31;-24.09;NaN;;-37.4
2019-07-03T11:10:01+02:00;NaN;;-17.99;31.92;13.93
2019-07-03T11:10:02+02:00;-13.31;-24.15;NaN;;-37.46
2019-07-03T11:20:01+02:00;-13.33;-24.08;-13.8;29.03;-22.18
2019-07-03T11:30:01+02:00;-13.3;-24.18;-10.98;33.8;-14.66
2019-07-03T11:40:01+02:00;NaN;;-17.81;33.43;15.62
2019-07-03T11:40:02+02:00;-13.29;-24.1;NaN;;-37.39
2019-07-03T11:50:01+02:00;-13.33;-24.15;NaN;;-37.48
2019-07-03T11:50:02+02:00;NaN;;-16.61;31.93;15.32
2019-07-03T12:00:01+02:00;-13.29;-24.06;-17.64;32.2;-22.79
2019-07-03T12:10:01+02:00;-13.24;-23.98;-17.61;32.5;-22.33
2019-07-03T12:20:01+02:00;-13.26;-23.98;NaN;;-37.24
2019-07-03T12:20:02+02:00;NaN;;-16.59;31.55;14.96
2019-07-03T12:30:01+02:00;-13.23;-23.94;-17.79;31.56;-23.4
2019-07-03T12:40:01+02:00;-13.25;-23.92;-17.51;32.64;-22.04
2019-07-03T12:50:01+02:00;-13.23;-23.52;-16.52;32.57;-20.7
2019-07-03T13:00:01+02:00;-12.36;-14.66;NaN;;-27.02
2019-07-03T13:00:04+02:00;NaN;;-17.95;33.64;15.69
2019-07-03T13:10:01+02:00;-8.81;-19.18;-17.28;33.77;-11.5
2019-07-03T13:20:02+02:00;-12.32;-23.49;-16.66;32.9;-19.57
2019-07-03T13:30:01+02:00;-12.82;-23.93;NaN;;-36.75
2019-07-03T13:30:02+02:00;NaN;;-18.04;34.54;16.5
2019-07-03T13:40:03+02:00;-12.96;-23.86;-16.72;33.68;-19.86
2019-07-03T13:50:01+02:00;-13.01;-23.83;-17.4;33.61;-20.63
2019-07-03T14:00:02+02:00;-13.01;-23.72;NaN;;-36.73
2019-07-03T14:00:03+02:00;NaN;;-17.73;32.87;15.14
2019-07-03T14:10:01+02:00;-13.08;-23.84;NaN;;-36.92
2019-07-03T14:10:02+02:00;NaN;;-17.8;31.55;13.75
2019-07-03T14:20:01+02:00;NaN;;-12.75;28.06;15.31
2019-07-03T14:20:02+02:00;-13.01;-23.8;NaN;;-36.81
2019-07-03T14:30:01+02:00;-12.97;-23.81;-10.4;31.72;-15.46
2019-07-03T14:40:02+02:00;-13;-23.83;-17.85;30.73;-23.95
2019-07-03T14:50:01+02:00;-12.09;-23.52;NaN;;-35.61
2019-07-03T14:50:02+02:00;NaN;;-16.8;29.49;12.69
2019-07-03T15:00:02+02:00;-12.19;-23.1;NaN;;-35.29
2019-07-03T15:00:03+02:00;NaN;;-15.81;30.64;14.83
2019-07-03T15:10:01+02:00;-11.57;-23.6;-11.87;30.69;-16.35
2019-07-03T15:20:01+02:00;-12.58;-23.62;-17.5;31.57;-22.13
2019-07-03T15:30:01+02:00;-13.37;-24.19;-16.46;31.56;-22.46
2019-07-03T15:40:01+02:00;-13.11;-24.23;-17.75;32.31;-22.78
2019-07-03T15:50:01+02:00;-12.95;-23.99;NaN;;-36.94
2019-07-03T15:50:02+02:00;NaN;;-16.92;32.22;15.3
2019-07-03T16:00:01+02:00;NaN;;-16.75;31.26;14.51
2019-07-03T16:00:03+02:00;-13.65;-24.5;NaN;;-38.15
2019-07-03T16:10:01+02:00;-13.81;-24.63;-17.95;32.94;-23.45
2019-07-03T16:20:02+02:00;-13.88;-24.68;-16.75;31.97;-23.34
2019-07-03T16:30:01+02:00;NaN;;-17.44;31.49;14.05
2019-07-03T16:30:02+02:00;-13.9;-24.69;NaN;;-38.59
2019-07-03T16:40:01+02:00;-13.89;-24.71;-17.6;32.85;-23.35
2019-07-03T16:50:01+02:00;-13.95;-24.66;-16.51;31.62;-23.5
2019-07-03T17:00:02+02:00;-13.87;-24.15;-17.87;32.05;-23.84
2019-07-03T17:10:01+02:00;NaN;;-17.08;32.34;15.26
2019-07-03T17:10:02+02:00;-12.95;-15.64;NaN;;-28.59
2019-07-03T17:20:01+02:00;-10.64;-20.04;-14.97;28.07;-17.58
2019-07-03T17:30:01+02:00;-13.82;-25.03;-11.65;31.48;-19.02
2019-07-03T17:40:01+02:00;NaN;;-18.03;29.74;11.71
2019-07-03T17:40:02+02:00;-14.44;-25.35;NaN;;-39.79
2019-07-03T17:50:01+02:00;-14.44;-25.18;-16.81;28.44;-27.99
2019-07-03T18:00:01+02:00;-14.48;-25.32;-17.57;28.62;-28.75
2019-07-03T18:10:02+02:00;-14.53;-25.25;-17.76;29.13;-28.41
2019-07-03T18:20:01+02:00;-14.5;-25.23;NaN;;-39.73
2019-07-03T18:20:02+02:00;NaN;;-16.6;28.12;11.52
2019-07-03T18:30:01+02:00;-14.45;-25.19;-17.99;28.43;-29.2
2019-07-03T18:40:01+02:00;-14.48;-25.14;-17.55;28.61;-28.56
2019-07-03T18:50:02+02:00;-14.47;-25.13;-16.74;27.28;-29.06
2019-07-03T19:00:02+02:00;NaN;;-18.2;29.67;11.47
2019-07-03T19:00:03+02:00;-14.39;-25.13;NaN;;-39.52
2019-07-03T19:10:01+02:00;NaN;;-16.66;28.24;11.58
2019-07-03T19:10:02+02:00;-14.46;-25.1;NaN;;-39.56
2019-07-03T19:20:02+02:00;-14.41;-25.03;-17.91;28.19;-29.16
2019-07-03T19:30:01+02:00;-14.39;-25.04;NaN;;-39.43
2019-07-03T19:30:02+02:00;NaN;;-17.41;28.98;11.57
2019-07-03T19:40:01+02:00;-14.3;-24.87;NaN;;-39.17
2019-07-03T19:40:02+02:00;NaN;;-16.87;27.73;10.86
2019-07-03T19:50:01+02:00;-13.27;-24.39;-18.02;30.24;-25.44
2019-07-03T20:00:03+02:00;-13.03;-24;-16.35;28.37;-25.01
2019-07-03T20:10:01+02:00;-13.89;-24.61;-18.23;29.69;-27.04
2019-07-03T20:20:01+02:00;-14.16;-24.76;NaN;;-38.92
2019-07-03T20:20:02+02:00;NaN;;-14.09;27.96;13.87
2019-07-03T20:30:02+02:00;-14.18;-24.87;-11.95;33.17;-17.83
2019-07-03T20:40:03+02:00;-14.17;-24.9;-18.11;32.56;-24.62
2019-07-03T20:50:01+02:00;-14.16;-24.89;-16.67;30.98;-24.74
2019-07-03T21:00:01+02:00;-14.19;-24.9;NaN;;-39.09
2019-07-03T21:00:03+02:00;NaN;;-17.63;30.9;13.27
2019-07-03T21:10:02+02:00;-14.19;-24.91;-17.58;32.2;-24.48
2019-07-03T21:20:01+02:00;NaN;;-16.45;30.83;14.38
2019-07-03T21:20:02+02:00;-13.27;-17.58;NaN;;-30.85
2019-07-03T21:30:03+02:00;-10.21;-18.6;-18.11;32.45;-14.47
2019-07-03T21:40:01+02:00;NaN;;-16.89;31.38;14.49
2019-07-03T21:40:02+02:00;-13.39;-24.51;NaN;;-37.9
2019-07-03T21:50:01+02:00;-14.13;-25.16;NaN;;-39.29
2019-07-03T21:50:02+02:00;NaN;;-17.4;30.64;13.24
2019-07-03T22:00:01+02:00;-14.27;-25.14;NaN;;-39.41
2019-07-03T22:00:03+02:00;NaN;;-17.64;31.71;14.07
2019-07-03T22:10:01+02:00;-14.27;-25.09;-16.49;30.11;-25.74
2019-07-03T22:20:02+02:00;-14.26;-25.03;-18.3;32.31;-25.28
2019-07-03T22:30:01+02:00;-14.19;-24.91;NaN;;-39.1
2019-07-03T22:30:02+02:00;NaN;;-16.58;30.76;14.18
2019-07-03T22:40:03+02:00;-14.21;-24.96;-17.82;30.96;-26.03
2019-07-03T22:50:01+02:00;-14.21;-24.84;-17.29;31.24;-25.1
2019-07-03T23:00:03+02:00;-14.19;-24.88;-16.72;29.9;-25.89
2019-07-03T23:10:01+02:00;-14.29;-25;NaN;;-39.29
2019-07-03T23:10:02+02:00;NaN;;-17.98;32.19;14.21
2019-07-03T23:20:01+02:00;-14.34;-24.98;-14.49;28.85;-24.96
2019-07-03T23:30:02+02:00;-14.28;-25.04;-12.27;33.82;-17.77
2019-07-03T23:40:01+02:00;-14.3;-25.08;-18.23;33.11;-24.5
2019-07-03T23:50:02+02:00;-14.22;-24.99;-16.54;31.05;-24.7
2019-07-04T00:00:03+02:00;-14.25;-25.01;-17.7;30.43;-26.53
2019-07-04T00:10:03+02:00;-14.33;-25.02;-17.51;30.42;-26.44
2019-07-04T00:20:02+02:00;-14.35;-25.03;-16.59;28.82;-27.15
2019-07-04T00:30:02+02:00;-14.35;-25.09;-18.25;30.47;-27.22
2019-07-04T00:40:02+02:00;-14.31;-25.02;-16.49;29.43;-26.39
2019-07-04T00:50:03+02:00;-14.31;-24.98;-18.04;30.04;-27.29
2019-07-04T01:00:03+02:00;-14.3;-24.94;-17.19;30.02;-26.41
2019-07-04T01:10:01+02:00;-14.3;-24.95;NaN;;-39.25
2019-07-04T01:10:02+02:00;NaN;;-17.17;28.85;11.68
2019-07-04T01:20:01+02:00;-14.29;-24.87;-17.76;30.08;-26.84
2019-07-04T01:30:01+02:00;-13.57;-19.61;-16.38;28.12;-21.44
2019-07-04T01:40:01+02:00;-10.61;-17.89;NaN;;-28.5
2019-07-04T01:40:02+02:00;NaN;;-18.32;30.08;11.76
2019-07-04T01:50:01+02:00;-13.36;-24.45;-16.34;28.43;-25.72
2019-07-04T02:00:02+02:00;NaN;;-18.18;29.06;10.88
2019-07-04T02:00:03+02:00;-14.21;-25.15;NaN;;-39.36
2019-07-04T02:10:01+02:00;-14.24;-25.08;-16.76;28.46;-27.62
2019-07-04T02:20:01+02:00;NaN;;-15.37;25.76;10.39
2019-07-04T02:20:02+02:00;-14.31;-25.08;NaN;;-39.39
2019-07-04T02:30:01+02:00;NaN;;-11.29;31.86;20.57
2019-07-04T02:30:02+02:00;-14.29;-25.07;NaN;;-39.36
2019-07-04T02:40:01+02:00;-14.32;-25.06;-17.42;31.41;-25.39
2019-07-04T02:50:02+02:00;-14.32;-25.22;-16.36;28.65;-27.25
2019-07-04T03:00:03+02:00;-14.41;-25.26;NaN;;-39.67
2019-07-04T03:00:04+02:00;NaN;;-18.13;29.38;11.25
2019-07-04T03:10:01+02:00;-14.36;-25.21;NaN;;-39.57
2019-07-04T03:10:02+02:00;NaN;;-16.67;28.84;12.17
2019-07-04T03:20:01+02:00;-14.33;-25.16;-17.54;28.72;-28.31
2019-07-04T03:30:03+02:00;-14.29;-25.04;-17.43;29.85;-26.91
2019-07-04T03:40:01+02:00;-14.25;-24.99;NaN;;-39.24
2019-07-04T03:40:02+02:00;NaN;;-16.67;28.28;11.61
2019-07-04T03:50:01+02:00;-14.23;-24.84;-18.11;30.23;-26.95
2019-07-04T04:00:03+02:00;-14.23;-24.9;-16.27;28.45;-26.95
2019-07-04T04:10:01+02:00;-14.2;-24.77;-18.39;30.17;-27.19
2019-07-04T04:20:01+02:00;-14.13;-24.77;-16.42;29.44;-25.88
2019-07-04T04:30:03+02:00;-14.19;-24.81;-17.94;30.34;-26.6
2019-07-04T04:40:01+02:00;NaN;;-17.09;30.19;13.1
2019-07-04T04:40:02+02:00;-14.25;-24.95;NaN;;-39.2
2019-07-04T04:50:01+02:00;-14.27;-25.05;-17.22;29.3;-27.24
2019-07-04T05:00:01+02:00;-14.23;-25.02;-17.52;30.52;-26.25
2019-07-04T05:10:01+02:00;-14.24;-24.97;-16.65;28.42;-27.44
2019-07-04T05:20:01+02:00;-14.27;-24.94;NaN;;-39.21
2019-07-04T05:20:02+02:00;NaN;;-13.11;27.94;14.83
2019-07-04T05:30:01+02:00;-14.25;-24.9;-12.21;32.59;-18.77
2019-07-04T05:40:02+02:00;-13.76;-20.3;-18.23;31.33;-20.96
2019-07-04T05:50:02+02:00;-10.7;-17.33;-16.76;30.16;-14.63
2019-07-04T06:00:01+02:00;NaN;;-17.5;30.04;12.54
2019-07-04T06:00:03+02:00;-13.21;-24.3;NaN;;-37.51
2019-07-04T06:10:01+02:00;-14.15;-25.06;-17.56;30.78;-25.99
2019-07-04T06:20:01+02:00;-14.29;-25.15;-16.49;28.82;-27.11
2019-07-04T06:30:03+02:00;-14.28;-25.06;-18.17;30.35;-27.16
2019-07-04T06:40:01+02:00;NaN;;-16.03;28.73;12.7
2019-07-04T06:40:02+02:00;-14.34;-25.22;NaN;;-39.56
2019-07-04T06:50:01+02:00;-14.35;-25.24;-17.71;30.96;-26.34
2019-07-04T07:00:02+02:00;NaN;;-16.72;32.43;15.71
2019-07-04T07:00:03+02:00;-12.99;-25.39;NaN;;-38.38
2019-07-04T07:10:01+02:00;NaN;;-16.85;30.45;13.6
2019-07-04T07:10:02+02:00;-12.93;-24.33;NaN;;-37.26
2019-07-04T07:20:01+02:00;NaN;;-17.3;31.27;13.97
2019-07-04T07:20:02+02:00;-12.23;-24.28;NaN;;-36.51
2019-07-04T07:30:01+02:00;-13.19;-24.41;-16.22;29.63;-24.19
2019-07-04T07:40:01+02:00;NaN;;-16.78;30.92;14.14
2019-07-04T07:40:02+02:00;-13.74;-24.62;NaN;;-38.36
2019-07-04T07:50:01+02:00;-13.84;-24.89;NaN;;-38.73
2019-07-04T07:50:02+02:00;NaN;;-16.81;31.62;14.81
2019-07-04T08:00:01+02:00;-12.91;-24.52;-16.99;29.04;-25.38
2019-07-04T08:10:02+02:00;-13.71;-24.69;-17.34;30.01;-25.73
2019-07-04T08:20:01+02:00;-13.96;-24.81;-13.79;27.82;-24.74
2019-07-04T08:30:01+02:00;-13.96;-24.78;NaN;;-38.74
2019-07-04T08:30:02+02:00;NaN;;-12.06;32.38;20.32
2019-07-04T08:40:01+02:00;-13.98;-24.83;-18.12;31.56;-25.37
2019-07-04T08:50:02+02:00;-13.9;-24.67;-16.79;30.68;-24.68
2019-07-04T09:00:03+02:00;-13.42;-24.66;-17.14;30.26;-24.96
2019-07-04T09:10:01+02:00;-12.93;-24.05;-17.85;31.91;-22.92
2019-07-04T09:20:02+02:00;-13.2;-24.23;-16.36;30.86;-22.93
2019-07-04T09:30:01+02:00;-13.56;-24.38;NaN;;-37.94
2019-07-04T09:30:02+02:00;NaN;;-18.11;31.51;13.4
2019-07-04T09:40:01+02:00;-13.67;-24.55;-17.13;31.8;-23.55
2019-07-04T09:50:01+02:00;-13.2;-20.38;-16.96;30.73;-19.81
2019-07-04T10:00:02+02:00;-10.21;-14.22;NaN;;-24.43
2019-07-04T10:00:03+02:00;NaN;;-18.02;29.82;11.8
2019-07-04T10:10:01+02:00;-11.61;-22.91;NaN;;-34.52
2019-07-04T10:10:02+02:00;NaN;;-16.47;28.31;11.84
2019-07-04T10:20:01+02:00;-13.28;-24.05;-18.3;29.14;-26.49
2019-07-04T10:30:01+02:00;-13.5;-24.21;-16.88;28.54;-26.05
2019-07-04T10:40:02+02:00;-13.49;-24.21;-17.56;28.16;-27.1
2019-07-04T10:50:01+02:00;-13.47;-24.17;NaN;;-37.64
2019-07-04T10:50:02+02:00;NaN;;-17.52;29.1;11.58
2019-07-04T11:00:02+02:00;NaN;;-16.8;27.55;10.75
2019-07-04T11:00:03+02:00;-13.49;-24.14;NaN;;-37.63
2019-07-04T11:10:02+02:00;-13.49;-24.08;-17.92;29.05;-26.44
